packet_id,timestamp,length,direction,gap_before,gap_after,burst_id,rel_time,viz_bytes,cumulative_sum
660,43.18849515914917,60,-1,0.01422119140625,0.010373115539550781,6,1.78248929977417,-60.0,32514.0
661,43.19886827468872,172,1,0.010373115539550781,0.0024557113647460938,6,1.7928624153137207,172.0,32686.0
662,43.20132398605347,60,-1,0.0024557113647460938,0.011992216110229492,6,1.7953181266784668,-60.0,32626.0
663,43.213316202163696,172,1,0.011992216110229492,0.013930797576904297,6,1.8073103427886963,172.0,32798.0
664,43.2272469997406,172,1,0.013930797576904297,0.009386301040649414,6,1.8212411403656006,172.0,32970.0
665,43.23663330078125,60,-1,0.009386301040649414,0.011188268661499023,6,1.83062744140625,-60.0,32910.0
666,43.24782156944275,172,1,0.011188268661499023,0.004935503005981445,6,1.841815710067749,172.0,33082.0
667,43.25275707244873,434,-1,0.004935503005981445,0.011633157730102539,6,1.8467512130737305,-434.0,32648.0
668,43.26439023017883,60,-1,0.011633157730102539,0.0010101795196533203,6,1.858384370803833,-60.0,32588.0
669,43.265400409698486,136,1,0.0010101795196533203,0.0004749298095703125,6,1.8593945503234863,136.0,32724.0
670,43.26587533950806,92,1,0.0004749298095703125,0.011389732360839844,6,1.8598694801330566,92.0,32816.0
671,43.2772650718689,718,-1,0.011389732360839844,0.005040168762207031,6,1.8712592124938965,-718.0,32098.0
672,43.2823052406311,74,1,0.005040168762207031,0.020784616470336914,6,1.8762993812561035,74.0,32172.0
673,43.30308985710144,60,-1,0.020784616470336914,0.015239238739006566,6,1.8970839977264404,-60.0,32112.0
674,43.31832909584045,66,-1,0.015239238739006566,0.005215883255011988,6,1.912323236465447,-66.0,32046.0
675,43.32354497909546,54,1,0.005215883255011988,0.0021152496337890625,6,1.917539119720459,54.0,32100.0
676,43.32566022872925,312,1,0.0021152496337890625,0.00020265579224343355,6,1.919654369354248,312.0,32412.0
677,43.32586288452149,54,1,0.00020265579224343355,0.02248930931090598,6,1.9198570251464915,54.0,32466.0
678,43.3483521938324,60,-1,0.02248930931090598,0.010858774185180664,6,1.9423463344573975,-60.0,32406.0
679,43.35921096801758,60,-1,0.010858774185180664,0.005135774612426758,6,1.9532051086425781,-60.0,32346.0
680,43.364346742630005,60,-1,0.005135774612426758,0.0007944107055664062,6,1.9583408832550049,-60.0,32286.0
681,43.36514115333557,191,-1,0.0007944107055664062,0.0015482902526855469,6,1.9591352939605713,-191.0,32095.0
682,43.36668944358826,54,1,0.0015482902526855469,0.0005011558532714844,6,1.9606835842132568,54.0,32149.0
683,43.36719059944153,105,1,0.0005011558532714844,0.08487439155578613,6,1.9611847400665283,105.0,32254.0
684,43.452064990997314,60,-1,0.08487439155578613,0.004565715789794922,6,2.0460591316223145,-60.0,32194.0
685,43.45663070678711,811,1,0.004565715789794922,0.03519916534423828,6,2.0506248474121094,811.0,33005.0
686,43.49182987213135,60,-1,0.03519916534423828,0.006751060485839844,6,2.0858240127563477,-60.0,32945.0
687,43.49858093261719,419,-1,0.006751060485839844,0.0020246505737304688,6,2.0925750732421875,-419.0,32526.0
688,43.50060558319092,85,1,0.0020246505737304688,0.00021529197692871094,6,2.094599723815918,85.0,32611.0
689,43.50082087516785,54,1,0.00021529197692871094,0.03545022010803223,6,2.0948150157928467,54.0,32665.0
690,43.53627109527588,60,-1,0.03545022010803223,0.0013349056243896484,6,2.130265235900879,-60.0,32605.0
691,43.53760600090027,54,1,0.0013349056243896484,0.003354787826538086,6,2.1316001415252686,54.0,32659.0
692,43.54096078872681,60,-1,0.003354787826538086,0.255384922027595,6,2.1349549293518066,-60.0,32599.0
693,43.7963457107544,460,-1,0.255384922027595,0.005498409271240234,6,2.3903398513794016,-460.0,32139.0
694,43.80184412002564,54,1,0.005498409271240234,0.0104072093963552,6,2.395838260650642,54.0,32193.0
695,43.812251329422,79,1,0.0104072093963552,0.024010658264160156,6,2.406245470046997,79.0,32272.0
696,43.83626198768616,287,1,0.024010658264160156,0.0007066726684499258,6,2.4302561283111572,287.0,32559.0
